Election Code,Election Title,County Code,County Name,Contest Code,Contest Title,Candidate Number,Candidate Name,Votes,Party Code
1001090,2020 GENERAL ELECTION,35,Greene,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,003,Jo Jorgensen,8,IND
1001090,2020 GENERAL ELECTION,35,Greene,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,004,Write-In,8,NON
1001090,2020 GENERAL ELECTION,35,Greene,00100900,UNITED STATES SENATOR,001,Doug Jones,3958,DEM
1001090,2020 GENERAL ELECTION,35,Greene,00100900,UNITED STATES SENATOR,002,Tommy Tuberville,816,REP
1001090,2020 GENERAL ELECTION,35,Greene,00100900,UNITED STATES SENATOR,003,Write-In,1,NON
1001090,2020 GENERAL ELECTION,35,Greene,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",001,Terri A. Sewell,4029,DEM
1001090,2020 GENERAL ELECTION,35,Greene,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",002,Write-In,73,NON
1001090,2020 GENERAL ELECTION,35,Greene,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,1039,REP
1001090,2020 GENERAL ELECTION,35,Greene,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,48,NON
1001090,2020 GENERAL ELECTION,35,Greene,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,1001,REP
1001090,2020 GENERAL ELECTION,35,Greene,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,46,NON
1001090,2020 GENERAL ELECTION,35,Greene,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",1004,REP
1001090,2020 GENERAL ELECTION,35,Greene,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,48,NON
1001090,2020 GENERAL ELECTION,35,Greene,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,991,REP
1001090,2020 GENERAL ELECTION,35,Greene,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,45,NON
1001090,2020 GENERAL ELECTION,35,Greene,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,986,REP
1001090,2020 GENERAL ELECTION,35,Greene,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,42,NON
1001090,2020 GENERAL ELECTION,35,Greene,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,973,REP
1001090,2020 GENERAL ELECTION,35,Greene,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,46,NON
1001090,2020 GENERAL ELECTION,35,Greene,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,3795,DEM
1001090,2020 GENERAL ELECTION,35,Greene,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,813,REP
1001090,2020 GENERAL ELECTION,35,Greene,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,5,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,1415,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,1990,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,852,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,2282,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,1107,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,2089,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,2578,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,822,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),001,Yes,1067,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),002,No,1936,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),001,Yes,1009,NON
1001090,2020 GENERAL ELECTION,35,Greene,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),002,No,2045,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031200,"DISTRICT COURT JUDGE, GREENE COUNTY",001,Lillie Jones-Osborne,3983,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031200,"DISTRICT COURT JUDGE, GREENE COUNTY",002,Write-In,44,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031300,GREENE COUNTY REVENUE COMMISSIONER,001,"Arnelia ""Shay"" Johnson",3956,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031300,GREENE COUNTY REVENUE COMMISSIONER,002,Write-In,28,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031400,"MEMBER, GREENE COUNTY BOARD OF EDUCATION, DISTRICT NO. 3",001,Veronica Richardson,913,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031400,"MEMBER, GREENE COUNTY BOARD OF EDUCATION, DISTRICT NO. 3",002,Write-In,1,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031500,"MEMBER, GREENE COUNTY BOARD OF EDUCATION, DISTRICT NO. 4",001,Leo Branch Sr.,844,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031500,"MEMBER, GREENE COUNTY BOARD OF EDUCATION, DISTRICT NO. 4",002,Write-In,5,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031600,"MEMBER, GREENE COUNTY BOARD OF EDUCATION, DISTRICT NO. 5",001,Carrie Dancy,761,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031600,"MEMBER, GREENE COUNTY BOARD OF EDUCATION, DISTRICT NO. 5",002,Write-In,4,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031700,"GREENE COUNTY CONSTABLES, DISTRICT NO. 1",001,"Lester Bernard ""Bop"" Brown",777,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031700,"GREENE COUNTY CONSTABLES, DISTRICT NO. 1",002,Write-In,19,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031800,"GREENE COUNTY CONSTABLES, DISTRICT NO. 2",001,John Steele Jr.,662,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031800,"GREENE COUNTY CONSTABLES, DISTRICT NO. 2",002,Write-In,33,NON
1001090,2020 GENERAL ELECTION,35,Greene,35031900,"GREENE COUNTY CONSTABLES, DISTRICT NO. 3",001,Spiver W. Gordon,884,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35031900,"GREENE COUNTY CONSTABLES, DISTRICT NO. 3",002,Write-In,12,NON
1001090,2020 GENERAL ELECTION,35,Greene,35032000,"GREENE COUNTY CONSTABLES, DISTRICT NO. 4",001,James E. Carter,839,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35032000,"GREENE COUNTY CONSTABLES, DISTRICT NO. 4",002,Write-In,11,NON
1001090,2020 GENERAL ELECTION,35,Greene,35032100,"GREENE COUNTY CONSTABLES, DISTRICT NO. 5",001,Jesse Lawson,758,DEM
1001090,2020 GENERAL ELECTION,35,Greene,35032100,"GREENE COUNTY CONSTABLES, DISTRICT NO. 5",002,Write-In,3,NON
1001090,2020 GENERAL ELECTION,35,Greene,35032800,GREENE COUNTY LOCAL REFERENDUM 1,001,For Referendum,3004,NON
1001090,2020 GENERAL ELECTION,35,Greene,35032800,GREENE COUNTY LOCAL REFERENDUM 1,002,Against Referendum,975,NON
1001090,2020 GENERAL ELECTION,36,Hale,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,001,Joseph R. Biden,4687,DEM
1001090,2020 GENERAL ELECTION,36,Hale,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,002,Donald J. Trump,3190,REP
1001090,2020 GENERAL ELECTION,36,Hale,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,003,Jo Jorgensen,37,IND
1001090,2020 GENERAL ELECTION,36,Hale,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,004,Write-In,8,NON
1001090,2020 GENERAL ELECTION,36,Hale,00100900,UNITED STATES SENATOR,001,Doug Jones,4810,DEM
1001090,2020 GENERAL ELECTION,36,Hale,00100900,UNITED STATES SENATOR,002,Tommy Tuberville,3090,REP
1001090,2020 GENERAL ELECTION,36,Hale,00100900,UNITED STATES SENATOR,003,Write-In,4,NON
1001090,2020 GENERAL ELECTION,36,Hale,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",001,Terri A. Sewell,5376,DEM
1001090,2020 GENERAL ELECTION,36,Hale,00100970,"UNITED STATES REPRESENTATIVE, 7TH CONGRESSIONAL DISTRICT",002,Write-In,197,NON
1001090,2020 GENERAL ELECTION,36,Hale,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,3274,REP
1001090,2020 GENERAL ELECTION,36,Hale,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,86,NON
1001090,2020 GENERAL ELECTION,36,Hale,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,3236,REP
1001090,2020 GENERAL ELECTION,36,Hale,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,89,NON
1001090,2020 GENERAL ELECTION,36,Hale,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",3241,REP
1001090,2020 GENERAL ELECTION,36,Hale,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,86,NON
1001090,2020 GENERAL ELECTION,36,Hale,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,3229,REP
1001090,2020 GENERAL ELECTION,36,Hale,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,77,NON
1001090,2020 GENERAL ELECTION,36,Hale,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,3225,REP
1001090,2020 GENERAL ELECTION,36,Hale,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,76,NON
1001090,2020 GENERAL ELECTION,36,Hale,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,3204,REP
1001090,2020 GENERAL ELECTION,36,Hale,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,72,NON
1001090,2020 GENERAL ELECTION,36,Hale,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,4669,DEM
1001090,2020 GENERAL ELECTION,36,Hale,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,3012,REP
1001090,2020 GENERAL ELECTION,36,Hale,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,4,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,3553,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,2301,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,2055,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,3383,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,2803,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,2755,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,3703,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,2044,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),001,Yes,2798,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),002,No,2352,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),001,Yes,2782,NON
1001090,2020 GENERAL ELECTION,36,Hale,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),002,No,2418,NON
1001090,2020 GENERAL ELECTION,36,Hale,36031200,"MEMBER, HALE COUNTY COMMISSION DISTRICT NO. 2",001,Donald R. (D-Ray) Anderson Jr.,1468,DEM
1001090,2020 GENERAL ELECTION,36,Hale,36031200,"MEMBER, HALE COUNTY COMMISSION DISTRICT NO. 2",002,Write-In,51,NON
1001090,2020 GENERAL ELECTION,36,Hale,36031300,"MEMBER, HALE COUNTY COMMISSION DISTRICT NO. 3",001,Joe Lee Hamilton Jr.,1597,DEM
1001090,2020 GENERAL ELECTION,36,Hale,36031300,"MEMBER, HALE COUNTY COMMISSION DISTRICT NO. 3",002,Write-In,21,NON
1001090,2020 GENERAL ELECTION,36,Hale,36031400,HALE COUNTY TAX COLLECTOR,001,Andretta Skipper,5590,DEM
1001090,2020 GENERAL ELECTION,36,Hale,36031400,HALE COUNTY TAX COLLECTOR,002,Write-In,89,NON
1001090,2020 GENERAL ELECTION,36,Hale,36031500,HALE COUNTY TAX ASSESSOR,001,Mary Hamilton,5559,DEM
1001090,2020 GENERAL ELECTION,36,Hale,36031500,HALE COUNTY TAX ASSESSOR,002,Write-In,81,NON
1001090,2020 GENERAL ELECTION,36,Hale,36031600,"MEMBER, HALE COUNTY BOARD OF EDUCATION, DISTRICT NO. 1",001,Christopher T. Carter (Chris Carte,1158,DEM
1001090,2020 GENERAL ELECTION,36,Hale,36031600,"MEMBER, HALE COUNTY BOARD OF EDUCATION, DISTRICT NO. 1",002,Write-In,11,NON
1001090,2020 GENERAL ELECTION,37,Henry,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,001,Joseph R. Biden,2589,DEM
1001090,2020 GENERAL ELECTION,37,Henry,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,002,Donald J. Trump,6593,REP
1001090,2020 GENERAL ELECTION,37,Henry,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,003,Jo Jorgensen,69,IND
1001090,2020 GENERAL ELECTION,37,Henry,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,004,Write-In,15,NON
1001090,2020 GENERAL ELECTION,37,Henry,00100900,UNITED STATES SENATOR,001,Doug Jones,2853,DEM
1001090,2020 GENERAL ELECTION,37,Henry,00100900,UNITED STATES SENATOR,002,Tommy Tuberville,6384,REP
1001090,2020 GENERAL ELECTION,37,Henry,00100900,UNITED STATES SENATOR,003,Write-In,9,NON
1001090,2020 GENERAL ELECTION,37,Henry,00100920,"UNITED STATES REPRESENTATIVE, 2ND CONGRESSIONAL DISTRICT",001,Phyllis Harvey-Hall,2511,DEM
1001090,2020 GENERAL ELECTION,37,Henry,00100920,"UNITED STATES REPRESENTATIVE, 2ND CONGRESSIONAL DISTRICT",002,Barry Moore,6608,REP
1001090,2020 GENERAL ELECTION,37,Henry,00100920,"UNITED STATES REPRESENTATIVE, 2ND CONGRESSIONAL DISTRICT",003,Write-In,6,NON
1001090,2020 GENERAL ELECTION,37,Henry,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,6719,REP
1001090,2020 GENERAL ELECTION,37,Henry,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,81,NON
1001090,2020 GENERAL ELECTION,37,Henry,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,6799,REP
1001090,2020 GENERAL ELECTION,37,Henry,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,84,NON
1001090,2020 GENERAL ELECTION,37,Henry,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",6690,REP
1001090,2020 GENERAL ELECTION,37,Henry,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,79,NON
1001090,2020 GENERAL ELECTION,37,Henry,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,6667,REP
1001090,2020 GENERAL ELECTION,37,Henry,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,87,NON
1001090,2020 GENERAL ELECTION,37,Henry,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,6671,REP
1001090,2020 GENERAL ELECTION,37,Henry,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,86,NON
1001090,2020 GENERAL ELECTION,37,Henry,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,6663,REP
1001090,2020 GENERAL ELECTION,37,Henry,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,84,NON
1001090,2020 GENERAL ELECTION,37,Henry,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,2584,DEM
1001090,2020 GENERAL ELECTION,37,Henry,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,6327,REP
1001090,2020 GENERAL ELECTION,37,Henry,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,11,NON
1001090,2020 GENERAL ELECTION,37,Henry,00143100,"CIRCUIT COURT JUDGE, 20TH JUDICIAL CIRCUIT, PLACE 5",001,Todd Derrick,6648,REP
1001090,2020 GENERAL ELECTION,37,Henry,00143100,"CIRCUIT COURT JUDGE, 20TH JUDICIAL CIRCUIT, PLACE 5",002,Write-In,81,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,6287,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,1220,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,3515,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,3196,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,4942,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,1971,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,4280,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,2466,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),001,Yes,4780,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),002,No,1317,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),001,Yes,4776,NON
1001090,2020 GENERAL ELECTION,37,Henry,00511600,PROPOSED STATEWIDE AMENDMENT NUMBER SIX (6),002,No,1324,NON
1001090,2020 GENERAL ELECTION,37,Henry,37031300,"MEMBER, HENRY COUNTY COMMISSION, DISTRICT NO. 1",001,Benton M Beasley,2146,REP
1001090,2020 GENERAL ELECTION,37,Henry,37031300,"MEMBER, HENRY COUNTY COMMISSION, DISTRICT NO. 1",002,Write-In,7,NON
1001090,2020 GENERAL ELECTION,37,Henry,37031400,"MEMBER, HENRY COUNTY COMMISSION, DISTRICT NO. 5",001,Gregory Reynolds,846,DEM
1001090,2020 GENERAL ELECTION,37,Henry,37031400,"MEMBER, HENRY COUNTY COMMISSION, DISTRICT NO. 5",002,Tommy Jones,759,REP
1001090,2020 GENERAL ELECTION,37,Henry,37031400,"MEMBER, HENRY COUNTY COMMISSION, DISTRICT NO. 5",003,Write-In,3,NON
1001090,2020 GENERAL ELECTION,37,Henry,37031500,HENRY COUNTY REVENUE COMMISSIONER,001,Pamela B. Dyson,6782,REP
1001090,2020 GENERAL ELECTION,37,Henry,37031500,HENRY COUNTY REVENUE COMMISSIONER,002,Write-In,74,NON
1001090,2020 GENERAL ELECTION,37,Henry,37031600,"SUPERINTENDENT, HENRY COUNTY BOARD OF EDUCATION",001,Darius McKay,2627,DEM
1001090,2020 GENERAL ELECTION,37,Henry,37031600,"SUPERINTENDENT, HENRY COUNTY BOARD OF EDUCATION",002,Lori Parker Beasley,5990,REP
1001090,2020 GENERAL ELECTION,37,Henry,37031600,"SUPERINTENDENT, HENRY COUNTY BOARD OF EDUCATION",003,Dennis Brand,587,IND
1001090,2020 GENERAL ELECTION,37,Henry,37031600,"SUPERINTENDENT, HENRY COUNTY BOARD OF EDUCATION",004,Write-In,4,NON
1001090,2020 GENERAL ELECTION,37,Henry,37031700,"MEMBER, HENRY COUNTY BOARD OF EDUCATION, DISTRICT NO. 2",001,Tyrone Watson,1691,REP
1001090,2020 GENERAL ELECTION,37,Henry,37031700,"MEMBER, HENRY COUNTY BOARD OF EDUCATION, DISTRICT NO. 2",002,Write-In,12,NON
1001090,2020 GENERAL ELECTION,38,Houston,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,001,Joseph R. Biden,12738,DEM
1001090,2020 GENERAL ELECTION,38,Houston,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,002,Donald J. Trump,32384,REP
1001090,2020 GENERAL ELECTION,38,Houston,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,003,Jo Jorgensen,525,IND
1001090,2020 GENERAL ELECTION,38,Houston,00000100,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,004,Write-In,103,NON
1001090,2020 GENERAL ELECTION,38,Houston,00100900,UNITED STATES SENATOR,001,Doug Jones,14307,DEM
1001090,2020 GENERAL ELECTION,38,Houston,00100900,UNITED STATES SENATOR,002,Tommy Tuberville,31225,REP
1001090,2020 GENERAL ELECTION,38,Houston,00100900,UNITED STATES SENATOR,003,Write-In,76,NON
1001090,2020 GENERAL ELECTION,38,Houston,00100920,"UNITED STATES REPRESENTATIVE, 2ND CONGRESSIONAL DISTRICT",001,Phyllis Harvey-Hall,12578,DEM
1001090,2020 GENERAL ELECTION,38,Houston,00100920,"UNITED STATES REPRESENTATIVE, 2ND CONGRESSIONAL DISTRICT",002,Barry Moore,32691,REP
1001090,2020 GENERAL ELECTION,38,Houston,00100920,"UNITED STATES REPRESENTATIVE, 2ND CONGRESSIONAL DISTRICT",003,Write-In,55,NON
1001090,2020 GENERAL ELECTION,38,Houston,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",001,Greg Shaw,34475,REP
1001090,2020 GENERAL ELECTION,38,Houston,00101400,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1",002,Write-In,759,NON
1001090,2020 GENERAL ELECTION,38,Houston,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",001,Brad Mendheim,35120,REP
1001090,2020 GENERAL ELECTION,38,Houston,00101410,"ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2",002,Write-In,723,NON
1001090,2020 GENERAL ELECTION,38,Houston,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",001,"William C. ""Bill"" Thompson",34459,REP
1001090,2020 GENERAL ELECTION,38,Houston,00102600,"COURT OF CIVIL APPEALS JUDGE, PLACE 1",002,Write-In,705,NON
1001090,2020 GENERAL ELECTION,38,Houston,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",001,Matt Fridy,34340,REP
1001090,2020 GENERAL ELECTION,38,Houston,00102700,"COURT OF CIVIL APPEALS JUDGE, PLACE 2",002,Write-In,732,NON
1001090,2020 GENERAL ELECTION,38,Houston,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",001,Mary Windom,34378,REP
1001090,2020 GENERAL ELECTION,38,Houston,00103100,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 1",002,Write-In,693,NON
1001090,2020 GENERAL ELECTION,38,Houston,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",001,Beth Kellum,34315,REP
1001090,2020 GENERAL ELECTION,38,Houston,00103200,"COURT OF CRIMINAL APPEALS JUDGE, PLACE 2",002,Write-In,671,NON
1001090,2020 GENERAL ELECTION,38,Houston,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",001,Laura Casey,12969,DEM
1001090,2020 GENERAL ELECTION,38,Houston,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",002,Twinkle Andress Cavanaugh,31663,REP
1001090,2020 GENERAL ELECTION,38,Houston,00103600,"PRESIDENT, PUBLIC SERVICE COMMISSION",003,Write-In,65,NON
1001090,2020 GENERAL ELECTION,38,Houston,00143100,"CIRCUIT COURT JUDGE, 20TH JUDICIAL CIRCUIT, PLACE 5",001,Todd Derrick,34355,REP
1001090,2020 GENERAL ELECTION,38,Houston,00143100,"CIRCUIT COURT JUDGE, 20TH JUDICIAL CIRCUIT, PLACE 5",002,Write-In,703,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),001,Yes,34268,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511100,PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1),002,No,6084,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),001,Yes,19114,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511200,PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2),002,No,16027,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),001,Yes,26782,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511300,PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3),002,No,9817,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),001,Yes,23548,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511400,PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4),002,No,12132,NON
1001090,2020 GENERAL ELECTION,38,Houston,00511500,PROPOSED STATEWIDE AMENDMENT NUMBER FIVE (5),001,Yes,26977,NON
